pair,task,kind,method,window,ratio,n,score,actual_budget,budget_std,protocol_version,query_sketch_mode,path,coverage_achieved,coverage_satisfied_layer_ratio,tau,scale
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.25,500,0.276,0.2734257499999997,6.717708703155066e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.25_0715_1431,nan,nan,,
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.3,500,0.296,0.3218737000000005,7.428765247752014e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.30_0715_1437,nan,nan,,
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.35,500,0.32,0.3703066080000003,6.916825015611846e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.35_0715_1443,nan,nan,,
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.4,500,0.306,0.418747311999999,6.600754994164549e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.40_0715_1449,nan,nan,,
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.5,500,0.324,0.5156114960000001,9.772306574785112e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.50_0715_1455,nan,nan,,
pair1_llama31_same,qasper,fairness_rekv,ReKV,8,0.6,500,0.316,0.612502688000002,6.60075499416414e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_rekv/rekv_w8_r0.60_0715_1501,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.1,500,0.094,0.12812297399999986,7.547706206388536e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.10_0715_1508,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.15,500,0.148,0.17656631200000011,7.184928179591669e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.15_0715_1515,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.2,500,0.188,0.22499488399999942,7.394290805278598e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.20_0715_1522,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.25,500,0.208,0.2734257499999997,6.717708703155066e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.25_0715_1528,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.3,500,0.252,0.3218737000000005,7.428765247752014e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.30_0715_1534,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.35,500,0.288,0.3703066080000003,6.916825015611846e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.35_0715_1539,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.4,500,0.298,0.418747311999999,6.600754994164549e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.40_0715_1545,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.5,500,0.328,0.5156114960000001,9.772306574785112e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.50_0715_1551,nan,nan,,
pair1_llama31_same,qasper,fairness_evict,ValueNorm/Evict,,0.6,500,0.334,0.612502688000002,6.60075499416414e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_evict/evict_r0.60_0715_1556,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.1,500,0.04,0.12812297399999986,7.547706206388536e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.10_0715_1602,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.15,500,0.08,0.17656631200000011,7.184928179591669e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.15_0715_1611,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.2,500,0.152,0.22499488399999942,7.394290805278598e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.20_0715_1620,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.25,500,0.186,0.2734257499999997,6.717708703155066e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.25_0715_1627,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.3,500,0.2,0.3218737000000005,7.428765247752014e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.30_0715_1634,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.35,500,0.248,0.3703066080000003,6.916825015611846e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.35_0715_1641,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.4,500,0.266,0.418747311999999,6.600754994164549e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.40_0715_1647,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.5,500,0.318,0.5156114960000001,9.772306574785112e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.50_0715_1654,nan,nan,,
pair1_llama31_same,qasper,fairness_random,Random,,0.6,500,0.318,0.612502688000002,6.60075499416414e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/fairness_random/random_r0.60_0715_1700,nan,nan,,
pair1_llama31_same,qasper,coverage,B-ReKV,8,,500,0.31,0.35253970199999995,0.022801905493213474,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/qasper/coverage/cov_t0.95_s0.75_w8_0715_1706,0.9233166499999993,0.0,0.95,0.75
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.1,500,0.158,0.12814802999999966,0.0009516197209424439,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.10_0715_1457,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.15,500,0.256,0.17657937200000004,0.0009425887612111245,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.15_0715_1500,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.2,500,0.282,0.2250570639999994,0.0009118798965848483,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.20_0715_1503,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.25,500,0.338,0.2734137259999997,0.0010354463468468065,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.25_0715_1505,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.3,500,0.36,0.32183868800000015,0.0009662537219417743,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.30_0715_1507,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.35,500,0.362,0.3703794499999999,0.0009578666946446259,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.35_0715_1510,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.4,500,0.392,0.4187544699999994,0.0009478268980977037,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.40_0715_1512,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.5,500,0.436,0.515677124,0.001108104073586865,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.50_0715_1514,nan,nan,,
pair1_llama31_same,musique,fairness_rekv,ReKV,8,0.6,500,0.454,0.6124955300000012,0.0009478268980976998,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_rekv/rekv_w8_r0.60_0715_1516,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.1,500,0.114,0.12814802999999966,0.0009516197209424439,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.10_0715_1518,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.15,500,0.176,0.17657937200000004,0.0009425887612111245,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.15_0715_1521,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.2,500,0.244,0.2250570639999994,0.0009118798965848483,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.20_0715_1523,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.25,500,0.28,0.2734137259999997,0.0010354463468468065,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.25_0715_1526,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.3,500,0.306,0.32183868800000015,0.0009662537219417743,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.30_0715_1527,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.35,500,0.328,0.3703794499999999,0.0009578666946446259,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.35_0715_1529,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.4,500,0.37,0.4187544699999994,0.0009478268980977037,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.40_0715_1531,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.5,500,0.416,0.515677124,0.001108104073586865,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.50_0715_1533,nan,nan,,
pair1_llama31_same,musique,fairness_evict,ValueNorm/Evict,,0.6,500,0.452,0.6124955300000012,0.0009478268980976998,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_evict/evict_r0.60_0715_1535,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.1,500,0.04,0.12814802999999966,0.0009516197209424439,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.10_0715_1537,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.15,500,0.06,0.17657937200000004,0.0009425887612111245,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.15_0715_1541,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.2,500,0.086,0.2250570639999994,0.0009118798965848483,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.20_0715_1545,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.25,500,0.144,0.2734137259999997,0.0010354463468468065,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.25_0715_1549,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.3,500,0.17,0.32183868800000015,0.0009662537219417743,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.30_0715_1552,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.35,500,0.216,0.3703794499999999,0.0009578666946446259,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.35_0715_1555,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.4,500,0.252,0.4187544699999994,0.0009478268980977037,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.40_0715_1558,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.5,500,0.334,0.515677124,0.001108104073586865,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.50_0715_1600,nan,nan,,
pair1_llama31_same,musique,fairness_random,Random,,0.6,500,0.374,0.6124955300000012,0.0009478268980976998,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/fairness_random/random_r0.60_0715_1602,nan,nan,,
pair1_llama31_same,musique,coverage,B-ReKV,8,,500,0.304,0.27454659399999964,0.0243468739807482,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/musique/coverage/cov_t0.95_s0.75_w8_0715_1604,0.9301430079999992,0.011225783999999978,0.95,0.75
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.1,200,0.395,0.12813062500000003,6.234701376672487e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.10_0715_1607,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.15,200,0.415,0.17656473500000003,7.055013381921867e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.15_0715_1609,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.2,200,0.405,0.2249944400000001,6.593080276903025e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.20_0715_1611,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.25,200,0.4,0.2734358549999996,6.459307471786327e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.25_0715_1614,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.3,200,0.41,0.32187672000000006,5.251390435640713e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.30_0715_1616,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.35,200,0.43,0.3703149049999999,5.402610549888653e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.35_0715_1619,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.4,200,0.415,0.4187554450000002,5.786943348312912e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.40_0715_1621,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.5,200,0.415,0.5156160900000001,8.001339021104892e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.50_0715_1623,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_rekv,ReKV,8,0.6,200,0.415,0.6124945549999999,5.78694334831337e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.60_0715_1626,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.1,200,0.18,0.12813062500000003,6.234701376672487e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.10_0715_1628,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.15,200,0.265,0.17656473500000003,7.055013381921867e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.15_0715_1630,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.2,200,0.275,0.2249944400000001,6.593080276903025e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.20_0715_1633,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.25,200,0.3,0.2734358549999996,6.459307471786327e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.25_0715_1635,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.3,200,0.325,0.32187672000000006,5.251390435640713e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.30_0715_1637,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.35,200,0.35,0.3703149049999999,5.402610549888653e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.35_0715_1639,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.4,200,0.385,0.4187554450000002,5.786943348312912e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.40_0715_1641,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.5,200,0.41,0.5156160900000001,8.001339021104892e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.50_0715_1643,nan,nan,,
pair1_llama31_same,twowikimqa,fairness_evict,ValueNorm/Evict,,0.6,200,0.41,0.6124945549999999,5.78694334831337e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.60_0715_1645,nan,nan,,
